,Unnamed: 0,Title,Rating,Author,Total profile reviews,Review text,Date of visit,Date of review,Response 1,Source Zip,Source File,YearMonth,Extracted Names,Sentiment,Tour Package,Mentions Employee,Review Length,Sentiment Category,Flag for Response
3088,3088,Wonderful tour and time,5,j s,1.0,"Fantastic time-- good cheese, plenty of wine, and great tour guides. Fran, Gia, and Diek were wonderful! This was a wonderful way to top off our visit in the Netherlands. (Speaking of which, they do quite a bit of topping off for your wine. Proost!)",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Fran', 'Gia', 'Diek']",5.0,Amsterdam Luxury Boat Canal Cruise - Central Station,True,249,Positive,Response Not Needed
3089,3089,"Great tour, excellent cheese and uimited drinks",5,Emma C,2.0,"Great tour of Amsterdam! At the time of booking the tour I didn't select the wine and cheese option (which I'd highly recommend!) but it was easy enough to sort on the boat. Fia, Fran and Diek were great hosts with an informative commentary, and excellent hostess skills!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Fia', 'Fran', 'Diek']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,271,Positive,Response Not Needed
3090,3090,Amsterda boat tour,5,Raonne D,1.0,"Fia, Fran and Diek were all very welcoming and funny. Absolutely loved the Amsterdam boat tour! Stunning views of picturesque canals, informative guide, and a memorable experience. Highly recommended for exploring the city's beauty from a unique perspective. Would do it again. ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Fia', 'Fran', 'Diek']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,278,Positive,Response Not Needed
3091,3091,Funny,5,Tobias F,1.0,"FIA, Fran and Diek were super nice and extremely funny great Tour with wine and cheese.
I would recommend it!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['FIA', 'Fran', 'Diek']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,109,Positive,Response Not Needed
3092,3092,Ultimate Canal experience,5,Jules R,1.0,"Fia, Fran, diek were absolutely wonderful. They were so educated on the trip, constantly refilling our drinks and were making us laugh and having a great time. I felt safe and completely satisfied. I feel like I’ve made friends. I totally saw Amsterdam the way I wanted to!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Fia', 'Fran', 'diek']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,273,Positive,Response Not Needed
3093,3093,Fab!,5,Kimberley S,1.0,"Brilliant time with Fia, Fran and Diek! Great stories and lots of laughs! Lots of beer and cheese!xx",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Fia', 'Fran', 'Diek']",5.0,Evening Cruise - Central Station,True,100,Positive,Response Not Needed
3094,3094,Best staff,5,Dwinelover,15.0,Felix and robbie v did a great job. Could not have asked for better staff!! Great tour. Thank you so much for the great insights into this beautiful city,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Felix', 'robbie v']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,153,Positive,Response Not Needed
3095,3095,Great tour,5,Kara E,1.0,"Great tour. Fin, Fran, and Dirk were fantastic ! Enjoyed the wine , cheese, and stories and learned a lot about Amsterdam",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Fin', 'Fran', 'Dirk']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,121,Positive,Response Not Needed
3096,3096,Amazing your great knowledge perfect day out,5,Jean L,3.0,"Felix and Robbie were fantastic, they were very charming and entertained us thoroughly. Would recommend!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Felix', 'Robbie']",5.0,Evening Cruise - Central Station,True,104,Positive,Response Not Needed
3097,3097,Kanaltour durch Amsterdam,5,Daniel B,1.0,"I think it was really nice to listen to Sander. He knows quite a lot about the history of Amsterdam and also is an amazing entertainer. 

Jente on the other side is a really good skipper. So we could just enjoy the views from the canals and listen to Sander about Amsterdam. ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Sander', 'Jente']",4.5,Evening Cruise - Anne Frank,True,275,Positive,Response Not Needed
3098,3098,Great tour and great value.,5,David P,1.0,Great tour with nice guys and good personalities. You should not have a 100 character minimum. You should not have a 100 character minimum.,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Evening Cruise - Anne Frank,False,139,Positive,Response Not Needed
3099,3099,Excellent tour,5,Philip H,11.0,Kamiel and Fabrice were superb. Loads of facts and stories about Amsterdam. I would definitely recommend this tour.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamiel', 'Fabrice']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,115,Positive,Response Not Needed
3100,3100,Do not miss this tour!,5,Alex L,1.0,"Very interesting! The guys fabrice and kamiel very funny and keep the laughter and knowledge flowing! 
",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['fabrice', 'kamiel']",4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,103,Positive,Response Not Needed
3101,3101,Had a great timw,5,Dee B,4.0,"Very relaxed and cosy tour! Learned some nice new facts about the city even as a local. Thanks Saul, Isabell and Tom! ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Saul', 'Isabell', 'Tom']",4.5,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,118,Positive,Response Not Needed
3102,3102,Teresa & Phie made the day!,5,Kenneth Olsen,1452.0,"Teresa & Phie were absolutely amazing, giving us a really nice experience! So full of information, and so nice! Would recommend every time!",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Teresa', 'Phie']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,139,Positive,Response Not Needed
3103,3103,Amazing trip with phie and Teresa guiding us !,5,Jade T,1.0,Absolutely loved it ! With Teresa and phie guiding us it was an amazing experience and loved it a lo,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Teresa', 'phie']",5.0,Evening Cruise - Anne Frank,True,100,Positive,Response Not Needed
3104,3104,"Incredible, Iona ans Pete are realy incredible for the boat tour!",5,Chloe,2.0,That's an amezing city ! The boat tour with Iona and Pete was so funny and realy relaxing moment ! So Thanks to them ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Iona', 'Pete']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,117,Positive,Response Not Needed
3105,3105,"Gert, loisa, alycia",5,Gasper C,1.0,Tour was great skipper made good job and hostes were very kind and funny. They answered on all our questions. Love it.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,118,Positive,Response Not Needed
3106,3106,Wonderful Weekend,5,Hakan T,2.0,It was a wonderful canal cruise trip and everything was as described. Special thank you to skipper Kamiel and host Morgane for their detailed explanations all through the trip!,,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Kamiel', 'Morgane']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,176,Positive,Response Not Needed
3107,3107,Gorgeous trip,5,Lauren94,3.0,"Tom & Jerry were great hosts, amazing wine and cheese and tour of Amsterdam. All round great experience would highly recommend ☺️",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Tom', 'Jerry']",5.0,Evening Cruise - Anne Frank,True,129,Positive,Response Not Needed
3108,3108,Great trip,5,Alexander M,1.0,"Was really funny and engaging. Really loved seeing the architecture and having the history of the city explained. ❤️ 

ZzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzzZzzzzzzzzzzzzzzzzzz",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Evening Cruise - Central Station,False,197,Positive,Response Not Needed
3109,3109,Great wine and cheese tour!,5,Michael A,1.0,Really generous with the drinks and great guided tour throughout from Leisa and Alysia. An hour well spent and get what you pay for!,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Leisa', 'Alysia']",4.5,Evening Cruise - Central Station,True,132,Positive,Response Not Needed
3110,3110,great experience,5,Alejandro G,2.0,Lia and Hank are such a great guiders. I’m so happy with the guidance i received during the tour. It’s and interactive tour since we have to answer questions. I learned lots of interesting things about amsterdam and i really enjoy it.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Lia', 'Hank']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,234,Positive,Response Not Needed
3111,3111,Super lustige und informative Fahrt,5,Jasmin R,5.0,"Wir haben uns gut unterhalten gefühlt und hatten einen tollen Ausblick vom Wasser aus 🤩

LIT unserem Skipper hatten wir wirklich viel Glück als lokaler konnte er uns viel erzählen. Auch über die Entwicklung ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,False,207,Positive,Response Not Needed
3112,3112,Flagship was fun,5,Sebastian L,1.0,"Marco and Ari were perfekt guides and we had a wonderful time. Great tour, thank you very much!!!!!!",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Marco', 'Ari']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Central Station,True,100,Positive,Response Not Needed
3113,3113,Marco and Aris Grachtentrip,5,Marvin R,1.0,"Excellent Tour around with lots of Infos about anything Amsterdam related. Loved it and Marco and Ari are very funny, Excellent hosts.",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Marco', 'Ari']",5.0,Amsterdam Luxury Boat Canal Cruise - Anne Frank House,True,134,Positive,Response Not Needed
3114,3114,Super!,5,世庭 賴,1.0,"Marco and Ari are super! This is our first time in Amsterdam, we booked the camel trip with a onboard bar for sight seeing.
Informative yet friendly, we have a wonderful time! ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Marco', 'Ari']",4.5,Evening Cruise - Central Station,True,176,Positive,Response Not Needed
3115,3115,"Beautiful boat, fabulous hosts!",5,stacey,2.0,Fabulous boat ride! Marco and Ari were great hosts and very interactive and provided an overview of the relevant history around us! Lush trip and well worth booking on. The boat was also very comfy and drinks available (but at a supplementary cost - which wasn’t bad at all!),,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Marco', 'Ari']",4.5,Evening Cruise - Central Station,True,275,Positive,Response Not Needed
3116,3116,Great boat day,5,Fleur d,1.0,Fenja and Martijn were amazing guides on the boat with loads of information and fun facts. Great recommendation for when you would like to book a boat tour on a sunny day ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Fenja', 'Martijn']",4.5,Amsterdam Luxury Boat Canal Cruise - Central Station,True,171,Positive,Response Not Needed
3117,3117,Awesome boat trip,5,Wade_Amanda,2.0,It was a great trip! Jhr and Sam were great! Very knowledgable and funny. Perfect day trip in the sun.,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Jhr', 'Sam']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,102,Positive,Response Not Needed
3118,3118,Awesome Tour!,5,Veronica G,1.0,We had a great time   jus and Sam SC were great and knowledgeable.   Awesome Tour!  We recommend this tour!,2023-08-31 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['jus', 'Sam SC']",5.0,Amsterdam Luxury Boat Canal Cruise - Rijkmuseum,True,107,Positive,Response Not Needed
3119,3119,We had a great time. Mathias and fenja are amazing guides,5,Quest11334279652,1.0,Amazing journey. Loved Matthias and fenja guiding. The boat was near and clean and the drinks were amazing ,2023-08-31 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Matthias', 'fenja']",5.0,Evening Cruise - Central Station,True,107,Positive,Response Not Needed
3120,3120,Great fun,5,adanacKent,44.0,"By some chance we booked the trip with the cheese and unlimited drinks, which was good only it was 10:30 in the morning, if booking this with the food/drinks package go later. The staff were great and really knowledgeable as well as funny. We had Morgan and Renata, the pilot was funny too, worth doing but would have liked a bit longer, maybe extend the trip to 1 and half hours.",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Morgan', 'Renata']",4.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,380,Positive,Response Not Needed
3121,3121,Boottochtje Flagship Amsterdam,5,Sightsee29103557998,1.0,Een leuke boottocht met lekkere cocktails en tof personeel (JHK & Sam). Een aanrader om Amsterdam op een andere manier te verkennen!,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['JHK', 'Sam']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,132,Positive,Response Not Needed
3122,3122,Great day for cruising around Amsterdam!,5,Christine G,2.0,Great guide around Amsterdam to learn a good bit of history. Samm and Eva were awesome!! The drinks were equally as good. Would recommend this excursion to anyone. ,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Samm', 'Eva']",5.0,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,164,Positive,Response Not Needed
3123,3123,Crowded on a oversold boat,3,Jolin J,1.0,"They oversold the boat on-site. When I presented the ticket purchased on TripAdvisor, the staff suggested me waiting for the next boat. But I was flying out of Amsterdam in a few hours. In the end, it was a very crowded boat trip. I wasn’t sitting comfortably and the hour felt pretty long.",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],1.5,Evening Cruise - Anne Frank,False,290,Negative,Need to Respond
3124,3124,Nice,5,Alexander  E,1.0,"Sello and Gillian are a Perfect Team, so let them work together. They explained everything perfectly and answered questions",,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['Sello', 'Gillian']",5.0,Evening Cruise - Central Station,True,123,Positive,Response Not Needed
3125,3125,Great,5,Elisabeth S,1.0,"Very nice tour and guides.
And the guides told uns many about the history of Amsterdam. So i recomment it for your. ",2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,[],4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,False,116,Positive,Response Not Needed
3126,3126,Hermoso viaje,5,Tourist37438089068,1.0,Hermoso viaje por los canales con felix como capitan y Robbie como host. Hermosa experiencia. Recomendable para toda la familia,2023-09-30 00:00:00+00:00,2023-09-09 00:00:00+00:00,No Response,Sep 2023-20240113T071942Z-001.zip,10 Sept 2023(1).xlsx,2023-09,"['felix', 'Robbie']",4.5,Luxury Canal Cruise Boat with Drinks and Cheese - Anne Frank,True,127,Positive,Response Not Needed
